Date,Win_Score,Lose_Score,Home,Away,WinnerHome,KenPomRank_Away,KenPomVal_Away,BPIrank_Away,BPIval_Away,SRS_Away,o_eff_Away,d_eff_Away,ppg_Away,papg_Away,Pace_Away,Three_Par_Away,True_Shoot_Away,Tov_Away,Opp_Three_Par_Away,Opp_True_Shoot_Away,Opp_Tov_Away,KenPomRank_Home,KenPomVal_Home,BPIrank_Home,BPIval_Home,SRS_Home,o_eff_Home,d_eff_Home,ppg_Home,papg_Home,Pace_Home,Three_Par_Home,True_Shoot_Home,Tov_Home,Opp_Three_Par_Home,Opp_True_Shoot_Home,Opp_Tov_Home
1/27/16,90,81,Longwood,Radford,0,222,-5.29,213,-2.6,-5.17,100.86,106.9,73.1,72.5,67.6,0.349,0.529,16.3,0.302,0.533,14.8,295,-12.51,286,-7.2,-11.42,96.84,111.65,72.6,75.8,69.8,0.342,0.545,17.7,0.429,0.56,15.4
1/27/16,68,57,Michigan,Rutgers,1,279,-10.63,292,-7.7,-7.06,96.75,104.66,67.7,80.3,71.3,0.268,0.496,16.9,0.343,0.542,13.6,50,14.15,37,10.4,13.75,116.93,95.27,73.8,67.4,65.7,0.44,0.573,13.1,0.363,0.539,16.1
1/27/16,92,84,Long Island University,Sacred Heart,1,300,-13.11,290,-7.6,-13.01,95.62,112.35,73.9,77.9,72.2,0.303,0.522,17.2,0.342,0.545,15.5,287,-11.78,274,-6.5,-11.79,96.53,111.7,76.2,77,73,0.32,0.524,15.8,0.316,0.544,17.1
1/27/16,73,37,Dayton,Saint Louis,1,226,-5.56,229,-3.5,-2.73,96.16,99.42,65.8,72,69.4,0.352,0.517,17.6,0.406,0.539,16.2,59,12.63,49,9,11.34,107.06,89.62,72.5,65.9,68.6,0.35,0.546,16.3,0.368,0.5,15.9
1/27/16,74,66,Colorado State,San Jose State,1,249,-7.46,284,-7,-5.79,95.61,102.02,70.5,73.9,71.3,0.387,0.517,16.9,0.34,0.532,15.2,144,2.17,132,2,2.31,111.11,106.28,79.4,77.2,69.3,0.433,0.545,13.8,0.395,0.554,13.1
1/27/16,73,60,Tulane,South Florida,0,238,-6.49,238,-4.2,-2.85,97.31,100.73,63.2,71.3,67.1,0.251,0.487,18.5,0.372,0.509,12,200,-3.39,218,-2.8,-0.85,96.92,96.84,65.9,70.5,67.9,0.356,0.484,16.3,0.308,0.523,16.2
1/27/16,79,60,Seton Hall,St. John's (NY),1,211,-4.4,231,-3.8,-1.9,96.43,97.16,67.9,77.3,73.3,0.34,0.493,18.2,0.347,0.554,17.2,29,18.27,33,11,14.66,110.16,88.27,74.2,67.8,70.7,0.297,0.529,16.4,0.33,0.49,16.6
1/27/16,91,75,Colorado,Stanford,1,101,7.46,127,2.2,8.06,108.57,95.89,69.6,70.4,67.3,0.325,0.521,15,0.381,0.54,17.1,57,12.91,52,8.7,12.04,109.16,91.27,75.8,70.8,70.8,0.319,0.534,15.8,0.292,0.506,13.5
1/27/16,74,60,Marquette,Stetson,1,278,-10.44,281,-6.8,-10.78,100.38,113.6,80.3,82.6,73.4,0.364,0.553,14.5,0.326,0.553,14,97,7.91,101,4.5,7.66,108.2,96.3,76.3,74.2,72.4,0.303,0.559,17.7,0.346,0.521,16.4
1/27/16,64,61,East Carolina,Temple,1,86,8.82,80,5.9,7.69,106.88,94.37,68.7,67.6,65.8,0.375,0.498,11.8,0.322,0.503,13.8,190,-2.7,198,-1.8,-0.38,103.39,102.79,68.3,71.9,67,0.382,0.524,16.9,0.394,0.534,15.7
1/27/16,81,66,Houston,Tulsa,1,65,11.5,68,7.1,9.79,110.28,94.85,73.6,69.6,68.8,0.363,0.536,13.6,0.369,0.526,17.5,61,11.81,58,7.6,10.3,116.02,100.18,77.4,69.3,66.3,0.321,0.553,12.9,0.349,0.513,15.5
1/27/16,66,50,New Hampshire,Vermont,0,151,1.19,129,2.1,-1.51,104.77,105.11,75,70.6,69.3,0.325,0.574,16.9,0.334,0.522,14.7,235,-6.01,216,-2.7,-7.89,96.27,106.33,71,69.6,68.6,0.343,0.515,14.5,0.369,0.523,13.6
1/28/16,74,68,Maryland,Iowa,1,23,20.24,24,12.9,17.01,116.29,91.08,77.6,69.3,69.1,0.355,0.546,12.6,0.382,0.506,16,22,20.25,20,13.3,16.71,117.32,91.83,75.7,66.7,67.3,0.381,0.594,16.6,0.35,0.496,14.4
1/28/16,76,45,Northwestern,Michigan State,0,5,27.97,3,18.6,22.59,123.3,89.06,79.8,64.1,66.8,0.356,0.588,14.6,0.325,0.477,12.4,68,11.04,64,7.3,10.16,112.15,95.4,72,66,64.4,0.417,0.546,13.6,0.369,0.507,14.2
1/28/16,83,75,Arizona,Oregon,0,12,22.68,22,13,18.05,118.31,91.71,78.7,68.8,69.5,0.34,0.562,13.9,0.343,0.517,17.4,19,20.97,14,14.8,18.79,117.35,89.84,80.4,68.9,69.8,0.294,0.575,15.7,0.313,0.497,14.1
1/28/16,81,66,Syracuse,Notre Dame,1,36,16.6,31,11,14.1,120.15,98.68,75.1,70.6,65,0.343,0.573,13.2,0.344,0.525,12.5,27,18.57,32,11,14.62,112.35,89.41,70,65.1,64.9,0.421,0.533,15.3,0.397,0.5,16.9
1/28/16,69,62,Western Kentucky,Alabama-Birmingham,1,116,5.12,98,4.6,3.5,107.71,101.11,79,70.4,69.4,0.341,0.571,15.4,0.353,0.506,15.4,169,-0.66,183,-1,-1.29,106.66,106.69,77.1,76.1,68.8,0.326,0.561,16.2,0.355,0.542,13.3
1/28/16,75,71,Troy,Appalachian State,0,258,-8.17,263,-5.7,-7.91,98.26,107.56,70.5,77.4,70.8,0.401,0.514,17.8,0.256,0.544,13.7,281,-10.69,288,-7.3,-9.21,95.76,107.47,69.2,75.1,70.1,0.371,0.498,14.9,0.358,0.538,15.2
1/28/16,72,63,Jacksonville State,Belmont,0,129,3.51,119,2.8,1.19,111.79,108.7,82.4,78.4,72.8,0.504,0.611,17.3,0.349,0.541,14.4,296,-12.58,297,-7.8,-10.26,95.44,108.67,67.7,72.1,66.6,0.396,0.509,13.8,0.322,0.553,16.1
1/28/16,78,67,Central Connecticut,Bryant,1,346,-21.7,345,-13.3,-18.58,89.86,114.99,65.1,76.2,68.4,0.342,0.498,17.2,0.404,0.547,13.8,,,,,,,,,,,,,,,,
1/28/16,70,64,Grand Canyon,Cal State Bakersfield,1,110,6.26,126,2.2,2.58,101.53,95.96,72.9,63.8,68.4,0.27,0.527,15.1,0.343,0.497,19.1,130,3.49,144,1.3,1.43,103.39,99.45,75.9,68.1,69.8,0.295,0.543,14.6,0.362,0.513,16.9
1/28/16,72,68,Cal Poly,UC-Riverside,0,233,-5.94,220,-2.9,-5.66,97.75,104.21,69.7,69.7,68.7,0.389,0.533,16.7,0.313,0.523,15.1,203,-3.65,195,-1.7,-3.49,105.12,109.08,72.4,75.2,67.8,0.376,0.515,12.7,0.318,0.555,13.8
1/28/16,80,70,Long Beach State,UC-Santa Barbara,1,105,6.83,72,6.7,3.79,103.76,96.8,70.8,67.2,68.3,0.359,0.533,16,0.415,0.505,15.5,,,,,,,,,,,,,,,,
1/28/16,72,69,Florida International,Charlotte,0,193,-2.84,203,-2.3,-3.14,103.7,106.57,78.3,79.7,72.1,0.337,0.54,14.2,0.337,0.575,16.2,228,-5.67,230,-3.7,-5.25,100.8,106.24,71.2,70.1,66.8,0.28,0.546,16.6,0.384,0.506,12.6
1/28/16,58,57,Connecticut,Cincinnati,0,32,17.06,23,13,15.19,112.05,89.5,73.3,63.3,65.5,0.366,0.527,13.7,0.352,0.486,17.2,26,18.71,18,13.5,15.89,112.48,88.4,73.1,63.5,66.1,0.336,0.555,14,0.362,0.481,15.4
1/28/16,77,52,Valparaiso,Cleveland State,1,290,-11.89,276,-6.6,-9.17,89.73,101.78,60.8,67.8,65.9,0.308,0.486,18.7,0.353,0.537,17.6,42,15.46,34,10.7,10.71,104.97,88.28,75.2,62.8,68.7,0.381,0.547,15.8,0.331,0.477,16.3
1/28/16,87,73,Wofford,East Tennessee State,1,153,0.88,162,0.5,-1.49,104.5,105.06,78.1,74.6,71,0.365,0.562,15.6,0.373,0.537,15.9,187,-2.22,186,-1.1,-3.75,103.82,107.81,71.8,71.7,66,0.384,0.565,15.7,0.295,0.567,15.5
1/28/16,66,64,Hofstra,Elon,1,160,0.2,174,-0.5,-0.67,103.6,103.68,75.9,75.4,71.7,0.456,0.545,15.6,0.306,0.528,14.2,92,8.43,104,4.2,5.02,109.17,100.88,78.9,73.8,70.2,0.396,0.55,14.3,0.341,0.517,14.2
1/28/16,85,78,Southern Illinois,Evansville,0,72,10.56,90,5,8.1,107.39,94.73,74.3,65.3,68.9,0.25,0.575,16.3,0.324,0.496,16.3,139,2.8,133,1.9,2.79,105.02,100.2,73.8,69.7,69.9,0.338,0.544,16.8,0.352,0.544,18.9
1/28/16,80,67,Little Rock,Georgia Southern,1,210,-4.31,187,-1.2,-5.65,101.39,107.54,75.9,74.4,71.2,0.438,0.523,13.8,0.404,0.542,17.9,56,13.24,56,8.1,7.12,107.2,94.35,71.1,60.8,64.5,0.354,0.553,13.6,0.395,0.496,18.5
1/28/16,75,69,Arkansas State,Georgia State,1,180,-1.39,178,-0.8,-2.8,98.29,100.3,65.7,65,65.1,0.273,0.524,15.7,0.41,0.523,18.6,251,-7.51,237,-4.2,-7.48,96.68,105.29,73.6,75.9,72.7,0.307,0.514,15.2,0.372,0.502,13.2
1/28/16,68,63,Oral Roberts,Purdue-Fort Wayne,0,135,3.17,137,1.8,0,107.29,105.95,79.4,76,70.4,0.428,0.578,15.1,0.354,0.553,14.2,174,-0.99,190,-1.3,-2.69,104.97,107.15,76,76.9,71.2,0.282,0.551,14.9,0.324,0.544,13.8
1/28/16,87,62,Brigham Young,Loyola Marymount,1,218,-5.21,233,-4,-3.63,102.19,106.5,71.2,74.8,68,0.352,0.512,14,0.396,0.572,17.7,52,13.89,48,9,12.36,111.91,93.95,83.6,72.8,74,0.364,0.56,13.6,0.38,0.515,15.7
1/28/16,82,66,Marshall,Middle Tennessee,1,119,4.76,146,1.3,2.66,103.01,97.87,72.5,68.9,69.1,0.354,0.537,15,0.349,0.529,17.1,147,1.84,158,0.5,0.83,108.26,105.64,86,84.9,77.6,0.451,0.566,14.5,0.298,0.554,14.7
1/28/16,66,51,Quinnipiac,Monmouth,0,95,8.1,84,5.7,5.29,104.68,96.43,79.5,72.3,73.9,0.348,0.546,14.5,0.418,0.502,17.2,291,-11.89,285,-7,-10.38,88.33,101.07,65.6,71,69.7,0.354,0.458,17.6,0.32,0.51,15
1/28/16,87,76,South Dakota State,Omaha,1,148,1.83,163,0.2,-0.24,106.34,105.38,85.3,81.8,76.4,0.296,0.564,14.6,0.355,0.565,17.3,80,9.57,77,6.3,5.44,108.99,99.62,76.2,68.1,68.8,0.367,0.558,14.7,0.329,0.518,15.5
1/28/16,69,66,Marist,Niagara,0,308,-14.17,299,-7.9,-11.26,91.16,106.06,64.6,72,67.3,0.323,0.489,17.9,0.363,0.532,14.6,307,-13.97,294,-7.7,-11.69,98.75,114.36,71.5,78.7,69,0.424,0.535,15.4,0.351,0.566,14.6
1/28/16,102,95,Citadel,North Carolina-Greensboro,0,220,-5.27,242,-4.5,-6.01,99.86,106.97,72.6,73.4,68.7,0.408,0.543,15.2,0.398,0.554,15.5,312,-14.51,312,-8.6,-15.95,98.04,116.06,86,92.6,81.2,0.5,0.534,14.6,0.313,0.598,17.8
1/28/16,78,73,James Madison,North Carolina-Wilmington,0,83,9.21,103,4.3,6.25,108.31,98.8,79.4,72.1,71.3,0.332,0.546,13.5,0.29,0.525,17.9,91,8.5,93,4.8,6.17,106.31,96.22,75.2,68.7,67.9,0.419,0.554,14.9,0.424,0.5,13.5
1/28/16,68,61,College of Charleston,Northeastern,1,132,3.38,131,2,1.6,105.35,101.59,72,70.9,66,0.426,0.555,16,0.339,0.534,15.3,122,4.16,125,2.3,2.37,95.83,91.22,65.4,62,65.2,0.346,0.51,16.5,0.346,0.516,19.2
1/28/16,76,66,Weber State,Northern Arizona,1,343,-20.65,332,-11.4,-18.29,89.57,113.7,68.5,81.3,71,0.372,0.503,16,0.382,0.58,15.2,142,2.45,120,2.8,0.18,101.53,99.59,76.1,67,68.6,0.416,0.585,16.9,0.273,0.492,13.8
1/28/16,68,63,Illinois,Ohio State,0,76,10,74,6.4,9.39,107.1,92.42,70.3,68,67.7,0.328,0.527,16.2,0.371,0.501,14.8,125,3.91,122,2.6,4.39,107.17,99.78,72.1,74.8,68.6,0.383,0.537,13.5,0.384,0.561,16.8
1/28/16,78,66,Florida Atlantic,Old Dominion,0,100,7.52,110,3.6,4.66,104.56,95.67,68.5,61.6,62.8,0.237,0.51,11.9,0.365,0.498,15,293,-12.36,310,-8.6,-10.3,92.65,105.49,66.3,74.1,68.5,0.367,0.511,15.8,0.251,0.539,14.3
1/28/16,86,68,Arizona State,Oregon State,1,64,11.65,71,6.8,10.39,110.36,94.67,71.9,70.1,68.4,0.319,0.53,14.3,0.389,0.529,16.9,93,8.38,114,3.3,8.28,109.2,96.39,73.3,74,69.8,0.394,0.518,14.5,0.349,0.553,16.1
1/28/16,75,65,San Diego,Pepperdine,0,137,3.02,156,0.8,2.33,104.69,100.19,73.4,71.5,68.3,0.252,0.529,13.9,0.345,0.519,13.9,269,-9.77,307,-8.1,-7.78,91.45,101.56,60.7,69.1,66.6,0.417,0.485,17.9,0.305,0.54,15.6
1/28/16,112,83,Eastern Washington,Portland State,1,260,-8.35,259,-5.3,-8.15,98.98,108.85,77.7,77.7,73.2,0.273,0.545,15,0.329,0.556,16.9,197,-3.26,176,-0.7,-4.47,108.92,113.6,81.4,77,70.4,0.465,0.594,14.1,0.273,0.564,14.6
1/28/16,98,90,George Washington,Richmond,0,99,7.7,91,5,7.28,113.76,102.18,76.6,73.8,68.8,0.365,0.568,13.2,0.324,0.543,15.6,53,13.86,43,9.7,11.43,113.59,96.2,75.7,68.5,67.5,0.331,0.553,14.1,0.357,0.518,15.2
1/28/16,76,45,St. Peter's,Rider,0,223,-5.33,210,-2.4,-5,96.11,102.19,66,67.4,65.6,0.359,0.517,16.7,0.387,0.517,15.7,,,,,,,,,,,,,,,,
1/28/16,70,49,Mount St. Mary's,Robert Morris,1,303,-13.36,289,-7.4,-13.53,87.94,105.19,65.1,70.8,69.4,0.362,0.5,17.9,0.359,0.532,18.7,263,-8.78,253,-4.8,-9.93,91.09,103.49,67.2,69.2,69.7,0.362,0.492,15.1,0.289,0.542,21.3
1/28/16,65,63,Idaho,Sacramento State,0,273,-10.13,268,-6,-8.63,96.06,106.87,71.3,72.2,69.2,0.346,0.531,15,0.372,0.519,14.8,214,-4.87,219,-2.8,-5.19,96.1,101.91,69.8,66.2,67.2,0.326,0.544,18.8,0.447,0.525,17
1/28/16,86,82,Fairleigh Dickinson,Saint Francis (PA),1,299,-13.05,287,-7.3,-12.57,96.28,112.86,70.3,72.7,67.6,0.357,0.524,15.8,0.361,0.537,14.5,280,-10.63,278,-6.7,-10.9,99.82,113.27,77.5,78.8,72.4,0.324,0.546,15.3,0.367,0.56,18
1/28/16,87,76,Portland,San Francisco,0,205,-3.75,222,-3,-2.92,104.81,107.21,77.6,78.7,70.9,0.358,0.535,14.8,0.393,0.55,13.8,206,-4.01,221,-3,-2.21,104.77,106.38,77.6,79.8,72.7,0.391,0.537,14.4,0.359,0.555,15.8
1/28/16,84,67,Gonzaga,Santa Clara,1,244,-7.07,232,-3.9,-4.67,99.93,105.48,67.2,73.3,66.4,0.388,0.515,14.8,0.396,0.546,14.4,21,20.82,26,12.5,16.92,117.39,92.06,78.9,65.6,68.1,0.355,0.587,14.7,0.331,0.48,13.1
1/28/16,73,62,Utah Valley,Seattle,0,294,-12.37,305,-8.1,-9.62,92.24,104.29,64.8,66.9,67.3,0.318,0.513,20,0.427,0.511,16.6,283,-10.71,279,-6.8,-9.58,96.89,108.03,76,78.7,74.8,0.398,0.535,15.8,0.295,0.53,14.7
1/28/16,66,52,Denver,South Dakota,1,216,-4.96,225,-3.2,-5.58,103.15,109.43,76.3,79.3,71.7,0.289,0.546,14.8,0.383,0.568,16.7,195,-2.92,185,-1,-3.34,101.39,105.11,65.2,65.3,62.7,0.423,0.594,19.2,0.352,0.567,19.8
1/28/16,58,51,SIU-Edwardsville,Southeast Missouri State,0,340,-19.25,336,-11.7,-16.05,88.14,109.22,67,77.7,71.5,0.3,0.486,16.7,0.384,0.567,16.6,,,,,,,,,,,,,,,,
1/28/16,87,68,Idaho State,Southern Utah,1,342,-20.3,338,-12,-17.36,94.13,117.74,70.6,81,69.9,0.343,0.538,16.2,0.329,0.594,15.4,270,-9.86,280,-6.8,-9.83,96.33,108.18,74.1,76,71.9,0.389,0.547,16.3,0.397,0.544,15.5
1/28/16,64,61,Wagner,St. Francis (NY),1,284,-11.23,269,-6.1,-11.24,89.54,104.25,65.5,66.6,66.9,0.434,0.5,17.4,0.256,0.505,16.1,188,-2.32,200,-1.8,-4.79,96.36,101.17,70.3,65,67.8,0.306,0.512,16.3,0.338,0.51,18.2
1/28/16,82,74,Eastern Illinois,Tennessee-Martin,1,209,-4.26,208,-2.4,-5.57,101.15,107.87,73,71.3,67.4,0.395,0.546,15.4,0.442,0.535,15.2,266,-9.34,261,-5.3,-8.35,98.09,108.96,71.5,73.8,68.3,0.382,0.532,15.3,0.368,0.543,16.7
1/28/16,81,79,Tennessee Tech,Tennessee State,1,164,-0.11,177,-0.8,-1.81,99.17,100.12,73.3,68.8,69.4,0.294,0.539,16.8,0.417,0.526,19.2,196,-3.14,188,-1.2,-3.21,105.94,109.21,77.9,75.5,70.1,0.423,0.577,15.5,0.345,0.534,14
1/28/16,99,88,Louisiana-Monroe,Texas-Arlington,1,102,7.45,83,5.7,5.02,104.85,96.82,78.9,69.1,72.8,0.419,0.527,15.5,0.414,0.505,18.1,133,3.31,124,2.4,-0.18,103.45,102.1,72.7,69.4,66.5,0.325,0.546,15.4,0.381,0.511,14.9
1/28/16,71,58,Southern Mississippi,Texas-El Paso,1,215,-4.93,202,-2.2,-3.81,100.48,104.64,77.4,74.9,72.8,0.321,0.553,15.3,0.395,0.523,16.6,305,-13.84,323,-9.8,-10.58,94.18,108.58,64.3,70.5,65,0.482,0.532,18.1,0.444,0.549,15.5
1/28/16,85,75,Louisiana Tech,Texas-San Antonio,1,338,-18.98,343,-13,-16.36,94.72,114.95,72.4,84.3,73.1,0.361,0.513,16.2,0.376,0.607,15.6,154,0.87,139,1.5,-0.07,102.81,101.64,79.5,72.6,72.9,0.352,0.547,14.7,0.332,0.512,16.9
1/28/16,80,54,Louisiana,Texas State,1,212,-4.43,189,-1.2,-5.36,96.09,102.32,66,64.3,65.2,0.271,0.51,15.6,0.344,0.522,18.6,112,5.96,102,4.4,2.62,108.42,102.98,79.6,72.8,71.6,0.341,0.536,14.4,0.3,0.525,14.7
1/28/16,77,70,Drexel,Towson,0,152,0.98,152,0.9,-0.06,102.58,101.83,71.5,67.5,66.8,0.304,0.516,14.9,0.341,0.525,16.3,245,-7.16,257,-5.2,-5.42,96.7,103.77,63.2,70.4,65.6,0.3,0.484,14.6,0.325,0.557,15.7
1/28/16,73,58,Mercer,VMI,1,309,-14.19,313,-8.8,-12.96,93.35,110.63,69.4,75.5,69.9,0.442,0.519,16.5,0.358,0.553,16,182,-1.67,179,-0.8,-3.11,102.5,104.77,71.9,68.8,65.7,0.313,0.537,15.9,0.446,0.518,14.1
1/28/16,86,84,UCLA,Washington,0,66,11.22,92,4.9,11.21,110.24,94.09,83.9,80.8,78,0.332,0.527,14.8,0.293,0.521,17.3,69,10.75,88,5.3,10.48,112.81,96.79,77.5,76.7,71.6,0.273,0.533,14.4,0.378,0.528,13.8
1/28/16,81,71,Southern California,Washington State,1,186,-2.19,206,-2.3,0.5,102.86,101.27,70.5,77.2,70.4,0.301,0.541,17.9,0.311,0.54,13.1,49,14.25,65,7.3,13.52,114.09,94.38,80.5,74.6,72.5,0.322,0.549,14.3,0.345,0.505,14.1
1/28/16,62,60,Furman,Western Carolina,1,194,-2.92,214,-2.6,-4.98,98.25,103.29,72.9,73.2,70.4,0.366,0.527,17.1,0.374,0.54,18.1,175,-1.01,153,0.9,-2.83,102.02,104.37,71.1,66.7,66.3,0.421,0.557,17.4,0.364,0.53,16.9
1/28/16,94,79,Delaware,William & Mary,0,87,8.79,96,4.8,5.57,111.14,101.72,76.9,71.1,68.5,0.372,0.579,13.9,0.406,0.515,13.4,275,-10.22,291,-7.6,-8.62,98.19,109.31,66.2,75.7,67.4,0.311,0.498,15.3,0.472,0.548,11.7
1/28/16,82,78,Illinois-Chicago,Youngstown State,0,282,-10.7,282,-6.9,-10.86,99.42,112.81,76.2,83.8,74.1,0.348,0.526,14.3,0.361,0.557,14.5,335,-17.83,329,-10.9,-14.52,86.32,104.65,67.3,78.3,72.7,0.245,0.464,17.2,0.337,0.528,13.6
1/29/16,84,77,Fairfield,Canisius,1,237,-6.29,217,-2.8,-5.62,105.14,112,76.5,78.4,68.9,0.415,0.533,13.5,0.384,0.583,17,208,-4.06,194,-1.6,-3.84,101.17,105.55,76.4,77.1,72.2,0.415,0.548,15.7,0.361,0.529,16
1/29/16,77,60,Dartmouth,Columbia,0,113,5.67,105,4.2,3.45,111.37,104.35,76.3,68.5,66.7,0.45,0.571,13.9,0.385,0.538,16.8,234,-5.99,197,-1.7,-5.58,97.6,103.92,71.1,71,69.1,0.285,0.526,17.5,0.406,0.55,18.5
1/29/16,77,65,Harvard,Cornell,0,276,-10.34,270,-6.2,-9.55,95.51,107.72,71.1,78.3,72.7,0.407,0.516,16.1,0.356,0.546,16.8,171,-0.69,161,0.5,-0.96,98.32,98.32,66.7,66.2,67.1,0.345,0.527,18.7,0.354,0.499,14.8
1/29/16,95,94,Milwaukee,Green Bay,1,127,3.74,142,1.3,1.16,105.4,102.16,83.7,80,77.3,0.311,0.533,13.5,0.339,0.546,18.8,114,5.2,111,3.6,2.89,110.23,104.34,79.3,72.5,68.5,0.437,0.577,13.8,0.319,0.536,13.9
1/29/16,72,61,Ohio,Kent State,1,179,-1.37,167,0,-1.53,104,104.75,73.8,72.4,68.1,0.301,0.531,14.6,0.351,0.545,15,141,2.56,136,1.8,1.9,108.7,104.9,78.5,74.8,70.4,0.385,0.583,15,0.34,0.534,12.7
1/29/16,70,56,Iona,Manhattan,1,257,-7.77,235,-4,-7.48,96.5,105.74,68.8,73.2,69,0.391,0.545,18.4,0.318,0.565,19.6,104,7.13,106,4.2,3.59,107.97,101.5,79.6,74.3,72.5,0.44,0.566,15.4,0.36,0.524,16.4
1/29/16,91,83,Detroit,Northern Kentucky,0,255,-7.66,244,-4.6,-6.87,98.38,106.69,70.5,74.4,69.4,0.382,0.535,17,0.325,0.542,14.4,,,,,,,,,,,,,,,,
1/29/16,81,58,Yale,Pennsylvania,1,253,-7.56,240,-4.4,-6.18,97.8,105.61,68.3,71.9,68.4,0.409,0.517,16.8,0.315,0.526,14.4,47,14.33,36,10.5,9.08,107.91,92.95,74.9,63.8,66.9,0.309,0.555,16.4,0.341,0.501,16
1/29/16,83,59,Brown,Princeton,0,70,10.63,50,8.7,7.17,110.49,99.16,79.1,68.6,69.4,0.427,0.573,14.2,0.287,0.513,16.1,265,-9.26,254,-4.9,-8.05,99.9,109.5,72.9,77,70.5,0.393,0.534,16.4,0.355,0.534,13.8
1/29/16,79,69,Davidson,Virginia Commonwealth,0,31,17.07,35,10.6,13.83,111.68,90.61,77.3,67.8,69.8,0.333,0.539,13.6,0.303,0.525,18.7,106,6.73,109,3.9,5.74,113.52,104.19,79,78.1,71.2,0.441,0.558,12.5,0.353,0.548,13.8
1/29/16,69,67,IUPUI,Western Illinois,1,232,-5.91,223,-3.1,-6.2,98.49,105.93,70.5,70.9,68.8,0.322,0.541,15.9,0.315,0.531,14.4,207,-4.05,247,-4.7,-5.86,95.92,102.23,68.2,73.8,70,0.295,0.508,16.6,0.301,0.545,15.7
1/29/16,89,63,Oakland,Wright State,1,146,2.01,157,0.8,0.18,99.22,97.36,68.5,65.8,67.5,0.359,0.543,15.2,0.355,0.531,18.4,79,9.6,73,6.5,6.3,113.94,104.42,86.4,78.5,74.8,0.363,0.577,13.2,0.351,0.527,14.2
1/30/16,77,75,Louisiana State,Oklahoma,0,10,23.78,13,14.9,19.76,117.93,89.54,79.7,71.1,71,0.407,0.573,15.8,0.357,0.501,15.1,81,9.56,81,5.8,8.79,112.28,98.54,78.8,77.1,72.9,0.312,0.543,14.1,0.371,0.543,16.2
1/30/16,89,62,North Carolina,Boston College,1,225,-5.56,246,-4.7,-1.61,95.62,97.34,61.2,70.5,67,0.404,0.498,18,0.339,0.554,16.9,2,29.82,2,18.7,23.44,123.72,89.33,82.8,70,70.2,0.268,0.561,12.7,0.357,0.513,15.7
1/30/16,90,84,Kansas,Kentucky,1,6,25.14,8,16.2,20.23,121.51,91.18,79.5,68.1,68.1,0.31,0.564,13.3,0.296,0.493,15,3,29.67,5,18.5,23.87,121.72,86.77,81.3,67.6,69.7,0.33,0.592,15.5,0.33,0.497,15.9
1/30/16,72,62,Texas A&M,Iowa State,1,20,20.95,25,12.8,16.93,120.73,95.9,81.8,75,71.5,0.351,0.59,14.1,0.356,0.522,14.5,18,21.26,21,13,18.45,114.22,87.35,76.4,66.4,68.6,0.373,0.542,14.3,0.401,0.503,17.9
1/30/16,86,65,DePaul,Xavier,0,14,22.52,16,14.1,18.58,116.92,89.75,80.5,70.4,72.4,0.342,0.556,14.8,0.405,0.513,16.9,183,-1.69,192,-1.5,0.83,104.2,102.33,67.5,75,68.4,0.29,0.527,18.8,0.395,0.56,15.4
1/30/16,88,71,Florida,West Virginia,1,8,24.45,7,16.5,21.61,116.24,85.43,78.5,66.7,70.7,0.306,0.536,16.3,0.363,0.54,22.4,35,16.64,38,10.1,14.69,110.33,88.7,74.4,68.9,70.1,0.371,0.516,13.5,0.322,0.503,16
1/30/16,73,69,Georgetown,Providence,0,44,14.49,62,7.4,11.94,109.39,91.16,73.6,70.1,69.8,0.371,0.523,13.9,0.331,0.524,17.8,62,11.71,67,7.2,10.31,111.05,95.28,73.6,71.8,69.2,0.414,0.554,16.8,0.31,0.522,14
1/30/16,63,47,Louisville,Virginia,0,4,29.64,4,18.6,22.04,122.22,87.24,71,60.1,61.5,0.284,0.58,13.2,0.366,0.519,16.7,7,24.68,6,17.1,21.57,116.29,83.9,75,61.1,66.4,0.29,0.546,14.2,0.353,0.492,18.7
1/30/16,80,68,Southern Methodist,Memphis,1,75,10.1,59,7.6,9.84,106.65,91.89,76.6,70.3,73.5,0.299,0.511,13.8,0.323,0.49,16.4,16,21.98,12,15,18.42,121.21,92.47,77.3,63.4,66.1,0.268,0.578,15.7,0.4,0.492,15.8
1/30/16,85,69,North Carolina State,Miami (FL),1,15,22.44,19,13.5,18.52,119.68,91.95,75.2,67.4,66.2,0.339,0.582,14.5,0.304,0.516,15,74,10.44,69,7.1,9.83,113.21,97.99,75.2,74.4,68.3,0.298,0.524,13.4,0.365,0.534,12.8
1/30/16,83,73,Baylor,Georgia,1,71,10.59,78,6.2,9.41,107.11,92.72,70.6,69.7,68.2,0.316,0.526,16.4,0.396,0.502,13.4,24,19.06,29,11.8,16.13,119.52,95.2,77.1,69.6,67.6,0.286,0.555,15.5,0.346,0.545,17.6
1/30/16,80,63,Arizona,Oregon State,1,64,11.65,71,6.8,10.39,110.36,94.67,71.9,70.1,68.4,0.319,0.53,14.3,0.389,0.529,16.9,19,20.97,14,14.8,18.79,117.35,89.84,80.4,68.9,69.8,0.294,0.575,15.7,0.313,0.497,14.1
