Date,Win_Score,Lose_Score,Home,Away,WinnerHome,KenPomRank_Away,KenPomVal_Away,BPIrank_Away,BPIval_Away,SRS_Away,o_eff_Away,d_eff_Away,ppg_Away,papg_Away,Pace_Away,Three_Par_Away,True_Shoot_Away,Tov_Away,Opp_Three_Par_Away,Opp_True_Shoot_Away,Opp_Tov_Away,KenPomRank_Home,KenPomVal_Home,BPIrank_Home,BPIval_Home,SRS_Home,o_eff_Home,d_eff_Home,ppg_Home,papg_Home,Pace_Home,Three_Par_Home,True_Shoot_Home,Tov_Home,Opp_Three_Par_Home,Opp_True_Shoot_Home,Opp_Tov_Home
11/21/15,78,59,Bryant,Siena,0,128,3.67,112,3.6,1.73,105,101.37,78.2,73.3,71,0.294,0.559,18.7,0.345,0.516,14.9,346,-21.7,345,-13.3,-18.58,89.86,114.99,65.1,76.2,68.4,0.342,0.498,17.2,0.404,0.547,13.8
11/21/15,92,82,Eastern Kentucky,South Carolina State,1,268,-9.48,272,-6.4,-9.99,99.32,112.12,73.1,73.1,68.8,0.301,0.541,14.8,0.372,0.546,15.4,201,-3.58,207,-2.3,-3.53,104.74,109.02,80.5,79.1,73.4,0.371,0.597,17.9,0.368,0.565,17.7
11/21/15,76,67,TCU,South Dakota State,0,80,9.57,77,6.3,5.44,108.99,99.62,76.2,68.1,68.8,0.367,0.558,14.7,0.329,0.518,15.5,,,,,,,,,,,,,,,,
11/21/15,86,81,Sam Houston State,Southern Illinois,0,139,2.8,133,1.9,2.79,105.02,100.2,73.8,69.7,69.9,0.338,0.544,16.8,0.352,0.544,18.9,213,-4.61,212,-2.4,-6.06,99.65,106.29,75,71.4,69.8,0.385,0.537,14.4,0.396,0.554,17.2
11/21/15,87,67,Purdue-Fort Wayne,SIU-Edwardsville,1,,,,,,,,,,,,,,,,,135,3.17,137,1.8,0,107.29,105.95,79.4,76,70.4,0.428,0.578,15.1,0.354,0.553,14.2
11/21/15,76,60,Saint Louis,St. Francis (NY),1,284,-11.23,269,-6.1,-11.24,89.54,104.25,65.5,66.6,66.9,0.434,0.5,17.4,0.256,0.505,16.1,226,-5.56,229,-3.5,-2.73,96.16,99.42,65.8,72,69.4,0.352,0.517,17.6,0.406,0.539,16.2
11/21/15,67,66,Western Kentucky,Stony Brook,1,94,8.13,55,8.1,3.75,104.59,97,76.2,64.1,67.8,0.3,0.548,14.2,0.344,0.497,16.4,169,-0.66,183,-1,-1.29,106.66,106.69,77.1,76.1,68.8,0.326,0.561,16.2,0.355,0.542,13.3
11/21/15,69,62,Florida International,Tennessee-Martin,1,209,-4.26,208,-2.4,-5.57,101.15,107.87,73,71.3,67.4,0.395,0.546,15.4,0.442,0.535,15.2,228,-5.67,230,-3.7,-5.25,100.8,106.24,71.2,70.1,66.8,0.28,0.546,16.6,0.384,0.506,12.6
11/21/15,67,56,Texas,Texas A&M-Corpus Christi,1,170,-0.66,193,-1.6,-3.18,99.52,102.17,73.6,69.9,70.3,0.329,0.536,15.6,0.367,0.528,19.4,39,16.19,45,9.6,14.8,113.41,91.29,71.4,68.3,66.8,0.361,0.526,13.2,0.329,0.517,15.8
11/21/15,82,79,Southern Utah,Texas-San Antonio,0,338,-18.98,343,-13,-16.36,94.72,114.95,72.4,84.3,73.1,0.361,0.513,16.2,0.376,0.607,15.6,342,-20.3,338,-12,-17.36,94.13,117.74,70.6,81,69.9,0.343,0.538,16.2,0.329,0.594,15.4
11/21/15,77,62,Texas-El Paso,Texas State,1,212,-4.43,189,-1.2,-5.36,96.09,102.32,66,64.3,65.2,0.271,0.51,15.6,0.344,0.522,18.6,215,-4.93,202,-2.2,-3.81,100.48,104.64,77.4,74.9,72.8,0.321,0.553,15.3,0.395,0.523,16.6
11/21/15,69,62,Loyola (IL),Toledo,1,123,4.02,118,2.8,2.96,107.52,102.16,77.6,71.4,70.4,0.384,0.566,14.5,0.369,0.537,15.5,184,-1.73,199,-1.8,-0.7,98.11,98.22,64.3,65.1,65.5,0.332,0.523,17.1,0.339,0.531,19.4
11/21/15,76,52,Virginia Tech,VMI,1,309,-14.19,313,-8.8,-12.96,93.35,110.63,69.4,75.5,69.9,0.442,0.519,16.5,0.358,0.553,16,63,11.68,70,6.9,9.93,109.62,94.09,75,72.6,69.7,0.294,0.544,15.6,0.371,0.522,15.4
11/21/15,75,69,High Point,Western Carolina,1,194,-2.92,214,-2.6,-4.98,98.25,103.29,72.9,73.2,70.4,0.366,0.527,17.1,0.374,0.54,18.1,149,1.54,138,1.6,-0.52,108.33,107.36,77.3,70.6,67.7,0.263,0.569,13.6,0.38,0.548,18.5
11/21/15,83,63,Eastern Illinois,Western Illinois,0,232,-5.91,223,-3.1,-6.2,98.49,105.93,70.5,70.9,68.8,0.322,0.541,15.9,0.315,0.531,14.4,266,-9.34,261,-5.3,-8.35,98.09,108.96,71.5,73.8,68.3,0.382,0.532,15.3,0.368,0.543,16.7
11/21/15,80,76,North Carolina-Wilmington,Western Michigan,1,181,-1.65,196,-1.7,-2.07,101.41,103.07,73.2,73.5,68.7,0.312,0.531,15.4,0.413,0.547,15.3,83,9.21,103,4.3,6.25,108.31,98.8,79.4,72.1,71.3,0.332,0.546,13.5,0.29,0.525,17.9
11/21/15,69,66,Dayton,William & Mary,1,87,8.79,96,4.8,5.57,111.14,101.72,76.9,71.1,68.5,0.372,0.579,13.9,0.406,0.515,13.4,59,12.63,49,9,11.34,107.06,89.62,72.5,65.9,68.6,0.35,0.546,16.3,0.368,0.5,15.9
11/21/15,104,101,Florida Gulf Coast,Youngstown State,1,282,-10.7,282,-6.9,-10.86,99.42,112.81,76.2,83.8,74.1,0.348,0.526,14.3,0.361,0.557,14.5,162,-0.08,182,-1,-0.79,101.04,100.51,77.2,70.7,69.7,0.25,0.546,15,0.359,0.501,14.6
11/22/15,86,84,Duke,Georgetown,1,62,11.71,67,7.2,10.31,111.05,95.28,73.6,71.8,69.2,0.414,0.554,16.8,0.31,0.522,14,17,21.87,11,15.6,19.23,122.67,94.4,81.1,72.5,68.4,0.398,0.573,12.2,0.296,0.519,14.5
11/22/15,83,66,Virginia,George Mason,1,198,-3.32,209,-2.4,-1.79,99.33,100.76,66.9,72.3,67.7,0.312,0.487,15.6,0.348,0.517,9,4,29.64,4,18.6,22.04,122.22,87.24,71,60.1,61.5,0.284,0.58,13.2,0.366,0.519,16.7
11/22/15,75,56,Villanova,Akron,1,88,8.63,76,6.3,5.55,107.77,98.42,76.6,68,69.2,0.506,0.553,13.6,0.332,0.492,14.4,1,32.01,1,19.9,24.08,122.35,86.03,78,63.6,67.3,0.427,0.597,14.4,0.374,0.495,17.7
11/22/15,61,42,Arizona,Northwestern State,1,330,-16.62,331,-11,-15.74,97.08,116.24,79.4,86.2,75.2,0.342,0.561,17,0.323,0.571,15.5,19,20.97,14,14.8,18.79,117.35,89.84,80.4,68.9,69.8,0.294,0.575,15.7,0.313,0.497,14.1
11/22/15,74,68,Utah,Temple,1,86,8.82,80,5.9,7.69,106.88,94.37,68.7,67.6,65.8,0.375,0.498,11.8,0.322,0.503,13.8,33,16.79,40,10.1,15.5,116.79,94.23,77.2,69.5,67.7,0.373,0.588,16,0.326,0.507,13.3
11/22/15,85,70,Purdue,Florida,1,35,16.64,38,10.1,14.69,110.33,88.7,74.4,68.9,70.1,0.371,0.516,13.5,0.322,0.503,16,9,23.85,9,15.9,20.17,117.2,86.85,77.9,65.2,67.8,0.358,0.571,14.9,0.331,0.478,12
11/22/15,85,75,Miami (FL),Butler,1,30,17.27,28,12.1,16.46,117.84,94.72,79.9,71,69.8,0.305,0.564,12.5,0.363,0.533,16.4,15,22.44,19,13.5,18.52,119.68,91.95,75.2,67.4,66.2,0.339,0.582,14.5,0.304,0.516,15
11/22/15,73,67,Oregon,Valparaiso,1,42,15.46,34,10.7,10.71,104.97,88.28,75.2,62.8,68.7,0.381,0.547,15.8,0.331,0.477,16.3,12,22.68,22,13,18.05,118.31,91.71,78.7,68.8,69.5,0.34,0.562,13.9,0.343,0.517,17.4
11/22/15,87,57,Portland,Abilene Christian,1,317,-15.24,301,-8,-13.93,93.88,111.95,71.3,73.3,69.7,0.335,0.548,17.2,0.292,0.565,18.2,206,-4.01,221,-3,-2.21,104.77,106.38,77.6,79.8,72.7,0.391,0.537,14.4,0.359,0.555,15.8
11/22/15,88,66,Texas-El Paso,Alcorn State,1,313,-14.55,327,-10,-16.01,91.45,112.46,67.1,72.1,66.5,0.335,0.5,17.6,0.354,0.547,15.3,215,-4.93,202,-2.2,-3.81,100.48,104.64,77.4,74.9,72.8,0.321,0.553,15.3,0.395,0.523,16.6
11/22/15,76,48,Tulane,Appalachian State,1,258,-8.17,263,-5.7,-7.91,98.26,107.56,70.5,77.4,70.8,0.401,0.514,17.8,0.256,0.544,13.7,200,-3.39,218,-2.8,-0.85,96.92,96.84,65.9,70.5,67.9,0.356,0.484,16.3,0.308,0.523,16.2
11/22/15,99,50,Cincinnati,Arkansas-Pine Bluff,1,344,-20.69,346,-13.6,-19.31,83.34,109.76,56.6,70.4,65.3,0.387,0.474,20.8,0.327,0.544,17,32,17.06,23,13,15.19,112.05,89.5,73.3,63.3,65.5,0.366,0.527,13.7,0.352,0.486,17.2
11/22/15,92,81,George Washington,Army,1,254,-7.57,204,-2.3,-7.32,96.87,106.2,76.9,75,72.2,0.421,0.53,15.8,0.279,0.521,14.5,53,13.86,43,9.7,11.43,113.59,96.2,75.7,68.5,67.5,0.331,0.553,14.1,0.357,0.518,15.2
11/22/15,91,76,Northern Colorado,Austin Peay,0,217,-5.1,226,-3.3,-6.04,101.02,107.76,76.1,76.8,70.5,0.315,0.549,16.8,0.389,0.558,16.2,314,-14.65,315,-9,-12.22,99.15,114.58,73.9,80.1,69.9,0.316,0.553,17.1,0.398,0.592,15.4
11/22/15,79,72,Youngstown State,Bowling Green State,0,230,-5.78,239,-4.3,-5.88,97.81,104.46,70.6,72.3,69.4,0.294,0.528,15.9,0.377,0.533,14.9,282,-10.7,282,-6.9,-10.86,99.42,112.81,76.2,83.8,74.1,0.348,0.526,14.3,0.361,0.557,14.5
11/22/15,77,71,Vermont,Buffalo,0,138,2.95,134,1.8,1.34,103.43,100.06,77.4,75.3,72.6,0.37,0.54,15.9,0.36,0.532,15.8,151,1.19,129,2.1,-1.51,104.77,105.11,75,70.6,69.3,0.325,0.574,16.9,0.334,0.522,14.7
11/22/15,78,65,Maryland-Baltimore County,Cal Poly,0,203,-3.65,195,-1.7,-3.49,105.12,109.08,72.4,75.2,67.8,0.376,0.515,12.7,0.318,0.555,13.8,334,-17.79,324,-9.9,-15.37,96.3,116.72,72.1,80.6,70.7,0.365,0.537,15.6,0.367,0.598,17
11/22/15,69,68,Georgia Tech,East Tennessee State,0,153,0.88,162,0.5,-1.49,104.5,105.06,78.1,74.6,71,0.365,0.562,15.6,0.373,0.537,15.9,51,14.13,54,8.5,12.51,114.24,95.4,73.3,70.7,67,0.278,0.533,14,0.305,0.525,12.7
11/22/15,79,65,Lipscomb,Florida Atlantic,1,293,-12.36,310,-8.6,-10.3,92.65,105.49,66.3,74.1,68.5,0.367,0.511,15.8,0.251,0.539,14.3,274,-10.14,266,-5.8,-8.85,98.56,109.24,78.5,81.5,73.8,0.457,0.552,16.3,0.401,0.559,15.5
11/22/15,82,65,Rice,Fresno State,0,108,6.63,123,2.5,5.27,106.16,97.44,75.1,70.7,70.1,0.3,0.524,13.1,0.395,0.53,18.5,272,-10.12,304,-8.1,-8.8,103.69,114.06,75.8,80.5,71.4,0.398,0.56,16.2,0.352,0.581,16.1
11/22/15,89,64,Tennessee,Gardner-Webb,1,236,-6.02,224,-3.1,-6.92,97.13,105.36,75,74.3,71,0.396,0.522,15.6,0.367,0.547,17.1,103,7.31,97,4.6,7.8,109.98,97.98,75.1,75.2,70.9,0.362,0.519,13.4,0.349,0.522,14.6
11/22/15,69,56,Boston College,Harvard,1,171,-0.69,161,0.5,-0.96,98.32,98.32,66.7,66.2,67.1,0.345,0.527,18.7,0.354,0.499,14.8,225,-5.56,246,-4.7,-1.61,95.62,97.34,61.2,70.5,67,0.404,0.498,18,0.339,0.554,16.9
11/22/15,94,84,South Carolina,Hofstra,1,92,8.43,104,4.2,5.02,109.17,100.88,78.9,73.8,70.2,0.396,0.55,14.3,0.341,0.517,14.2,58,12.87,53,8.6,12.01,108.83,91.25,76,69.3,71.4,0.301,0.525,15.9,0.411,0.508,17.9
11/22/15,62,56,Quinnipiac,Holy Cross,1,285,-11.39,295,-7.7,-11.2,93.4,108.37,64.8,69.9,64.6,0.409,0.515,14.9,0.408,0.563,17.2,291,-11.89,285,-7,-10.38,88.33,101.07,65.6,71,69.7,0.354,0.458,17.6,0.32,0.51,15
11/22/15,78,69,Arkansas State,Jackson State,1,240,-6.53,236,-4,-8.66,90.7,101.28,68.2,65.3,68.3,0.354,0.487,15,0.356,0.5,18.1,251,-7.51,237,-4.2,-7.48,96.68,105.29,73.6,75.9,72.7,0.307,0.514,15.2,0.372,0.502,13.2
11/22/15,61,55,Alabama-Birmingham,Jacksonville State,1,296,-12.58,297,-7.8,-10.26,95.44,108.67,67.7,72.1,66.6,0.396,0.509,13.8,0.322,0.553,16.1,116,5.12,98,4.6,3.5,107.71,101.11,79,70.4,69.4,0.341,0.571,15.4,0.353,0.506,15.4
11/22/15,88,61,Columbia,Lehigh,1,191,-2.71,170,-0.2,-4.42,100.86,105.95,70.9,69.1,67.2,0.34,0.554,16.9,0.386,0.534,16.2,113,5.67,105,4.2,3.45,111.37,104.35,76.3,68.5,66.7,0.45,0.571,13.9,0.385,0.538,16.8
11/22/15,110,97,Eastern Kentucky,Longwood,1,295,-12.51,286,-7.2,-11.42,96.84,111.65,72.6,75.8,69.8,0.342,0.545,17.7,0.429,0.56,15.4,201,-3.58,207,-2.3,-3.53,104.74,109.02,80.5,79.1,73.4,0.371,0.597,17.9,0.368,0.565,17.7
11/22/15,81,68,Texas Tech,Minnesota,1,192,-2.77,181,-1,0.86,101.43,99.03,68,74,68.4,0.345,0.502,14.4,0.344,0.552,15.5,54,13.78,57,7.9,12.41,113.17,94.37,72,69.9,66.7,0.304,0.547,15.5,0.378,0.529,15.9
11/22/15,75,63,Seton Hall,Mississippi,1,77,9.88,82,5.8,7.91,110.11,97.8,75.2,72.1,70,0.389,0.525,14.4,0.386,0.531,17.3,29,18.27,33,11,14.66,110.16,88.27,74.2,67.8,70.7,0.297,0.529,16.4,0.33,0.49,16.6
11/22/15,84,70,Mississippi State,Missouri State,1,224,-5.38,256,-5.2,-3.52,99.1,102.63,67.3,72.5,69.1,0.293,0.499,15.9,0.356,0.541,15.5,78,9.62,85,5.5,8.18,110.08,96.86,74.9,72.8,70.2,0.362,0.547,15.6,0.339,0.524,15.7
11/22/15,87,82,Colorado,Omaha,1,148,1.83,163,0.2,-0.24,106.34,105.38,85.3,81.8,76.4,0.296,0.564,14.6,0.355,0.565,17.3,57,12.91,52,8.7,12.04,109.16,91.27,75.8,70.8,70.8,0.319,0.534,15.8,0.292,0.506,13.5
11/22/15,73,72,North Carolina A&T,Niagara,0,308,-14.17,299,-7.9,-11.26,91.16,106.06,64.6,72,67.3,0.323,0.489,17.9,0.363,0.532,14.6,339,-19.05,341,-12.6,-16.78,90.95,112.97,67.8,76,68.7,0.345,0.503,16.9,0.418,0.552,15.4
11/22/15,99,74,Hawaii,Nicholls State,1,331,-16.75,340,-12.3,-16.68,87.75,108.42,67.6,76.4,71.6,0.37,0.511,19.2,0.316,0.539,16.4,60,12.16,117,2.9,9.03,107.63,93.57,77.1,66.7,71.6,0.379,0.555,15.8,0.35,0.5,18
11/22/15,78,77,Long Island University,North Carolina Central,1,302,-13.35,296,-7.8,-13,93.28,109.98,69.4,69.8,67.8,0.319,0.52,17.2,0.369,0.53,16.7,287,-11.78,274,-6.5,-11.79,96.53,111.7,76.2,77,73,0.32,0.524,15.8,0.316,0.544,17.1
11/22/15,73,60,Florida Gulf Coast,North Dakota,1,199,-3.35,227,-3.4,-3.68,97.38,101.53,75,71.7,72.3,0.293,0.541,16,0.385,0.527,17.6,162,-0.08,182,-1,-0.79,101.04,100.51,77.2,70.7,69.7,0.25,0.546,15,0.359,0.501,14.6
11/22/15,67,61,Miami (OH),Northeastern,1,132,3.38,131,2,1.6,105.35,101.59,72,70.9,66,0.426,0.555,16,0.339,0.534,15.3,247,-7.25,258,-5.3,-5.91,95.47,102.95,63.3,68.2,65.6,0.327,0.5,16.1,0.423,0.552,18.3
11/22/15,95,89,Colorado State,Oakland,1,79,9.6,73,6.5,6.3,113.94,104.42,86.4,78.5,74.8,0.363,0.577,13.2,0.351,0.527,14.2,144,2.17,132,2,2.31,111.11,106.28,79.4,77.2,69.3,0.433,0.545,13.8,0.395,0.554,13.1
11/22/15,82,77,Long Beach State,Oklahoma State,0,98,7.75,100,4.5,8.18,106.91,94.52,66.5,67.1,65,0.366,0.527,16.6,0.357,0.508,14.8,,,,,,,,,,,,,,,,
11/22/15,66,64,Saint Joseph's,Old Dominion,1,100,7.52,110,3.6,4.66,104.56,95.67,68.5,61.6,62.8,0.237,0.51,11.9,0.365,0.498,15,43,15.37,51,8.7,12.1,112.75,94.37,77.2,70.1,70.1,0.356,0.548,12.3,0.415,0.508,14.2
11/22/15,76,70,Florida International,Oral Roberts,0,174,-0.99,190,-1.3,-2.69,104.97,107.15,76,76.9,71.2,0.282,0.551,14.9,0.324,0.544,13.8,228,-5.67,230,-3.7,-5.25,100.8,106.24,71.2,70.1,66.8,0.28,0.546,16.6,0.384,0.506,12.6
11/22/15,79,61,Texas-Rio Grande Valley,Portland State,0,260,-8.35,259,-5.3,-8.15,98.98,108.85,77.7,77.7,73.2,0.273,0.545,15,0.329,0.556,16.9,348,-22.36,349,-15.5,-17.88,92.49,116.38,66.4,77.7,69.3,0.37,0.509,16,0.317,0.536,12.3
11/22/15,64,52,Air Force,Robert Morris,1,303,-13.36,289,-7.4,-13.53,87.94,105.19,65.1,70.8,69.4,0.362,0.5,17.9,0.359,0.532,18.7,242,-6.92,252,-4.8,-5.51,97,103.51,68.4,72.8,68.9,0.339,0.523,16.8,0.462,0.544,16.9
11/22/15,72,60,Ball State,South Carolina State,1,268,-9.48,272,-6.4,-9.99,99.32,112.12,73.1,73.1,68.8,0.301,0.541,14.8,0.372,0.546,15.4,155,0.84,160,0.5,0.11,101.94,100.53,70.8,66.8,66.2,0.426,0.554,17.2,0.357,0.509,14.7
11/22/15,92,65,Nebraska,Southeastern Louisiana,1,310,-14.46,314,-9,-13.61,94.25,111.24,71,75.4,70.6,0.354,0.542,18.9,0.379,0.547,16.7,85,8.82,89,5.1,8.84,110.67,96.76,72.2,69,67.1,0.321,0.538,14.9,0.34,0.541,17.1
11/22/15,78,61,Saint Mary's (CA),Stanford,1,101,7.46,127,2.2,8.06,108.57,95.89,69.6,70.4,67.3,0.325,0.521,15,0.381,0.54,17.1,34,16.74,39,10.1,13.6,118.39,95.84,73.6,60.9,62.3,0.396,0.601,13.5,0.316,0.487,13.3
11/22/15,78,75,James Madison,Tennessee-Martin,0,209,-4.26,208,-2.4,-5.57,101.15,107.87,73,71.3,67.4,0.395,0.546,15.4,0.442,0.535,15.2,91,8.5,93,4.8,6.17,106.31,96.22,75.2,68.7,67.9,0.419,0.554,14.9,0.424,0.5,13.5
11/22/15,62,60,Bradley,Towson,0,152,0.98,152,0.9,-0.06,102.58,101.83,71.5,67.5,66.8,0.304,0.516,14.9,0.341,0.525,16.3,323,-16.03,330,-10.9,-10.91,86.83,101.75,56,69.9,67.3,0.37,0.473,22.4,0.325,0.536,15.2
11/22/15,67,59,Indiana State,Tulsa,0,65,11.5,68,7.1,9.79,110.28,94.85,73.6,69.6,68.8,0.363,0.536,13.6,0.369,0.526,17.5,168,-0.37,184,-1,0.04,97.42,96.19,67.8,69.4,70,0.38,0.496,16.2,0.331,0.514,15.7
11/22/15,74,73,Virginia Commonwealth,Wisconsin,0,38,16.55,42,9.8,13.4,110.69,89.7,67.8,63.8,64.1,0.342,0.524,14.6,0.289,0.517,16.3,31,17.07,35,10.6,13.83,111.68,90.61,77.3,67.8,69.8,0.333,0.539,13.6,0.303,0.525,18.7
11/22/15,83,82,Montana State,Wyoming,1,166,-0.19,159,0.5,0.09,106.59,104.7,71.7,71.9,66.9,0.527,0.579,15.3,0.373,0.533,13.8,246,-7.2,248,-4.7,-6.91,103.74,111.73,76.4,77.8,70.1,0.416,0.538,14.6,0.363,0.572,14.7
11/22/15,71,69,Southern Methodist,Yale,1,47,14.33,36,10.5,9.08,107.91,92.95,74.9,63.8,66.9,0.309,0.555,16.4,0.341,0.501,16,16,21.98,12,15,18.42,121.21,92.47,77.3,63.4,66.1,0.268,0.578,15.7,0.4,0.492,15.8
11/23/15,89,65,Michigan State,Eastern Michigan,1,150,1.27,166,0,-0.14,104.44,102.81,77.4,74.5,72.5,0.307,0.539,15.2,0.404,0.529,18.5,5,27.97,3,18.6,22.59,123.3,89.06,79.8,64.1,66.8,0.356,0.588,14.6,0.325,0.477,12.4
11/23/15,83,63,Iowa State,Chattanooga,1,109,6.5,107,4.2,3.24,105.51,99.23,75.8,67.5,68.1,0.371,0.565,15.7,0.361,0.527,18,20,20.95,25,12.8,16.93,120.73,95.9,81.8,75,71.5,0.351,0.59,14.1,0.356,0.522,14.5
11/23/15,80,69,North Carolina,Northwestern,1,68,11.04,64,7.3,10.16,112.15,95.4,72,66,64.4,0.417,0.546,13.6,0.369,0.507,14.2,2,29.82,2,18.7,23.44,123.72,89.33,82.8,70,70.2,0.268,0.561,12.7,0.357,0.513,15.7
11/23/15,82,78,Indiana,Wake Forest,0,118,4.78,116,3.2,5.53,107.23,97.65,74,79,71.9,0.343,0.528,17.2,0.326,0.538,13,11,23.05,10,15.8,19.59,123.27,93.87,82.6,69.9,69.1,0.409,0.612,16.7,0.312,0.525,16.4
11/23/15,89,63,University of California,Sam Houston State,1,213,-4.61,212,-2.4,-6.06,99.65,106.29,75,71.4,69.8,0.385,0.537,14.4,0.396,0.554,17.2,28,18.32,30,11.8,15.39,112.14,89,74.9,67.3,68.2,0.337,0.55,15.3,0.265,0.489,12.3
11/23/15,92,55,Vanderbilt,St. John's (NY),1,211,-4.4,231,-3.8,-1.9,96.43,97.16,67.9,77.3,73.3,0.34,0.493,18.2,0.347,0.554,17.2,25,18.76,17,13.6,17.2,114.58,89.32,75.9,67.4,69.2,0.38,0.561,14.7,0.306,0.47,12
11/23/15,81,80,Marquette,Louisiana State,1,81,9.56,81,5.8,8.79,112.28,98.54,78.8,77.1,72.9,0.312,0.543,14.1,0.371,0.543,16.2,97,7.91,101,4.5,7.66,108.2,96.3,76.3,74.2,72.4,0.303,0.559,17.7,0.346,0.521,16.4
11/23/15,78,66,Xavier,Northern Kentucky,1,255,-7.66,244,-4.6,-6.87,98.38,106.69,70.5,74.4,69.4,0.382,0.535,17,0.325,0.542,14.4,14,22.52,16,14.1,18.58,116.92,89.75,80.5,70.4,72.4,0.342,0.556,14.8,0.405,0.513,16.9
11/23/15,98,85,South Alabama,Belmont,0,129,3.51,119,2.8,1.19,111.79,108.7,82.4,78.4,72.8,0.504,0.611,17.3,0.349,0.541,14.4,259,-8.22,255,-5,-8.18,92.62,102.54,69.2,73.5,70.3,0.344,0.503,17.5,0.367,0.521,15.6
11/23/15,97,44,West Virginia,Bethune-Cookman,1,306,-13.96,300,-7.9,-14.35,93.32,111.46,70.6,72.8,68.2,0.407,0.51,15.8,0.349,0.522,14.9,8,24.45,7,16.5,21.61,116.24,85.43,78.5,66.7,70.7,0.306,0.536,16.3,0.363,0.54,22.4
11/23/15,82,77,Florida Gulf Coast,Bowling Green State,0,230,-5.78,239,-4.3,-5.88,97.81,104.46,70.6,72.3,69.4,0.294,0.528,15.9,0.377,0.533,14.9,162,-0.08,182,-1,-0.79,101.04,100.51,77.2,70.7,69.7,0.25,0.546,15,0.359,0.501,14.6
11/23/15,96,61,Southern California,Cal State Northridge,1,239,-6.52,262,-5.6,-6.85,97.39,105.38,71.4,75.4,71.4,0.247,0.517,16.9,0.331,0.535,16.4,49,14.25,65,7.3,13.52,114.09,94.38,80.5,74.6,72.5,0.322,0.549,14.3,0.345,0.505,14.1
11/23/15,82,79,Illinois,Chicago State,1,347,-22.21,344,-13.2,-17.52,87.93,110.59,66.9,77.4,72,0.376,0.472,16.8,0.419,0.565,17.6,125,3.91,122,2.6,4.39,107.17,99.78,72.1,74.8,68.6,0.383,0.537,13.5,0.384,0.561,16.8
11/23/15,85,75,Rutgers,Creighton,0,40,15.82,41,9.8,13.69,115.02,95,79.6,72.4,72.1,0.386,0.568,14.2,0.338,0.523,15.4,279,-10.63,292,-7.7,-7.06,96.75,104.66,67.7,80.3,71.3,0.268,0.496,16.9,0.343,0.542,13.6
11/23/15,81,79,Western Kentucky,Drake,0,262,-8.6,249,-4.7,-5.15,102.58,109.36,67.5,71.9,66,0.341,0.549,18.1,0.329,0.54,12.8,169,-0.66,183,-1,-1.29,106.66,106.69,77.1,76.1,68.8,0.326,0.561,16.2,0.355,0.542,13.3
11/23/15,84,70,Pepperdine,Duquesne,1,156,0.72,150,0.9,1.41,106.57,103.61,79.5,78.7,73.6,0.429,0.566,16.5,0.383,0.531,13.5,137,3.02,156,0.8,2.33,104.69,100.19,73.4,71.5,68.3,0.252,0.529,13.9,0.345,0.519,13.9
11/23/15,79,54,San Diego State,East Carolina,1,190,-2.7,198,-1.8,-0.38,103.39,102.79,68.3,71.9,67,0.382,0.524,16.9,0.394,0.534,15.7,46,14.35,60,7.5,11.89,104.7,86.56,68.6,60.6,66.2,0.327,0.516,15.6,0.355,0.469,15.8
11/23/15,58,52,Seattle,Eastern Washington,1,197,-3.26,176,-0.7,-4.47,108.92,113.6,81.4,77,70.4,0.465,0.594,14.1,0.273,0.564,14.6,294,-12.37,305,-8.1,-9.62,92.24,104.29,64.8,66.9,67.3,0.318,0.513,20,0.427,0.511,16.6
11/23/15,65,63,North Texas,Idaho,0,214,-4.87,219,-2.8,-5.19,96.1,101.91,69.8,66.2,67.2,0.326,0.544,18.8,0.447,0.525,17,289,-11.89,306,-8.1,-9.83,98.08,109.94,74.6,78.3,71.9,0.308,0.534,16.5,0.343,0.557,15.1
11/23/15,67,66,Hofstra,Indiana State,0,168,-0.37,184,-1,0.04,97.42,96.19,67.8,69.4,70,0.38,0.496,16.2,0.331,0.514,15.7,92,8.43,104,4.2,5.02,109.17,100.88,78.9,73.8,70.2,0.396,0.55,14.3,0.341,0.517,14.2
11/23/15,71,63,Kennesaw State,IUPUI,1,207,-4.05,247,-4.7,-5.86,95.92,102.23,68.2,73.8,70,0.295,0.508,16.6,0.301,0.545,15.7,261,-8.57,283,-7,-8.58,97.82,108.37,72.2,77.4,70.4,0.278,0.527,16,0.351,0.556,15.6
11/23/15,83,75,La Salle,Lafayette,1,326,-16.42,325,-9.9,-15,95.42,115.4,71.4,80.4,69.7,0.385,0.535,16.3,0.364,0.562,14.3,267,-9.34,277,-6.7,-6.09,97.48,105.71,64.1,73.5,67.2,0.446,0.508,16.9,0.358,0.559,16.5
11/23/15,82,65,Clemson,Massachusetts,0,167,-0.29,171,-0.3,0.64,102.12,100.09,73.5,75.8,71.8,0.373,0.527,15.5,0.356,0.528,14.8,45,14.38,44,9.7,12.03,112.51,93,69.6,64.5,63.7,0.393,0.54,13.6,0.338,0.51,15.4
11/23/15,77,71,Davidson,Mercer,1,182,-1.67,179,-0.8,-3.11,102.5,104.77,71.9,68.8,65.7,0.313,0.537,15.9,0.446,0.518,14.1,106,6.73,109,3.9,5.74,113.52,104.19,79,78.1,71.2,0.441,0.558,12.5,0.353,0.548,13.8
